id,text,title,urls
29,"[""What school did you go to?"", ""I went to Millennium high school, founded in 1999."", ""Where is the school located?"", ""It\u2019s located in New York City, United States."", ""Do you like the architecture of the school?"", ""Yes, I do. The architecture is not really impressive, but I like it that the building\u2019s architects left plenty of space for lounging."", ""What are the teachers like?"", ""Most of the teachers there are helpful and friendly. I especially like Mr. Mike, my Physics teacher."", ""How long have you spent there?"", ""I have spent 3 years of upper secondary school there."", ""Is that a single-sex school?"", ""No, it isn\u2019t. This is a\u00a0unisex\u00a0school."", ""Do you like the school uniform?"", ""We don\u2019t wear uniforms at school, actually."", ""Why do you enjoy the time there?"", ""Although I had to deal with\u00a0quite a heavy workload, I enjoy the relaxing atmosphere when hanging out with friends in the cafeteria there."", ""What important lesson did you learn from school?"", ""I learned how to work in a group in which there are many friends coming from different cultures. That\u2019s the lesson of cooperation."", ""Will you recommend that school to others?"", ""Yes, of course. I\u2019m proud to recommend Millennium High School to anyone who is searching for a good place to learn.""]",A School,https://basicenglishspeaking.com/a-school/
27,"[""What practical skill have you learned?"", ""Cooking is a practical skill that I have practiced recently."", ""Who taught you that skill?"", ""My mom is the best cook. She taught me everything about how to make soup, salad,\u00a0omelettes, cake, etc."", ""How did you learn it?"", ""She shows me how to buy food, prepare ingredients, and cook meals whenever she\u2019s in the kitchen. I learn how to boil, grill, steam, fry, braise, etc. day by day."", ""Why did you learn it?"", ""I just want to be a good cook like my mom when I get married. I will prepare the best dishes for my husband and children."", ""How long did it take for you to learn it?"", ""I learned it in 4 years. The skill seems to be strengthened when I live apart from my family for studying."", ""How often do you use this skill?"", ""I cook every day. I also love homemade food."", ""How has this skill helped you?"", ""It makes me more confident whenever I go on a picnic outside. I\u2019m always responsible for the BBQ."", ""Do people in your family know this skill, too?"", ""My younger sister knows how to cook, too. She has just started learning."", ""Do all skills need learning?"", ""Yes, they do. \u2018\u2019Practice makes perfect.\u2019\u2019"", ""How is this skill important to you?"", ""It\u2019s an essential life skill. All women need to know this to keep their family warm and happy.""]",A practical skill,https://basicenglishspeaking.com/a-practical-skill/
28,"[""What sport do you like?"", ""I like playing badminton."", ""Is it easy to play that sport?"", ""Yes, it\u2019s pretty easy to play."", ""Is that sport popular in your country?"", ""Yes, it is."", ""How long have you been practicing that sport?"", ""I have been practicing it for 5 years."", ""Who do you play sports with?"", ""I play badminton with my friends, sometimes with my brother."", ""How often do you play that sport?"", ""I play badminton every weekend."", ""What benefits can you get from that sport?"", ""It helps strengthen my muscles because while playing, I have to move continuously. It is good to burn calories as well."", ""Do you like watching football? Online or offline?"", ""Yes, I do. I prefer watching football offline and online. Going to the stadium, shouting and cheering are good to release stress."", ""What is your favorite football team?"", ""I like the Manchester United Football Club, also known as \u201cThe Red Devils\u201d."", ""Why is sport important?"", ""Sports are sources of recreation. People can learn how to encourage\u00a0team spirit\u00a0when they play sports, too.""]",Sport,https://basicenglishspeaking.com/sports/
25,"[""Where did you go for holiday?"", ""Last year I went to Singapore, a Southeast Asian country."", ""Why did you choose that destination?"", ""I love to travel to Asian countries and Singapore was my best choice because of its beauty and culture."", ""How long did it last?"", ""I stayed there for 2 weeks."", ""Who went with you?"", ""I traveled to Singapore with my best friends."", ""How did you travel?"", ""We flew there of course. During the time there, we moved mostly by MRT and taxi."", ""What did you pack up?"", ""I only brought some necessary items such as money, clothes, medicine, a map and a digital camera."", ""What did you do during the holiday?"", ""We visited famous tourist attractions like Marina Bay Sands, Merlion Park,\u00a0Artsience\u00a0Museum, Singapore Flyers. We also enjoyed local cuisine there."", ""What\u2019s the difference between holidays today and 20 years ago?"", ""Well, it has changed a lot. People now can afford holidays outside their countries while 20 years ago, traveling abroad seemed hard."", ""At what time do people in your country usually go on holiday?"", ""It depends on what job people have. When they have a break from work, they will find somewhere to travel.""]",Holiday,https://basicenglishspeaking.com/holiday/
23,"[""What kind of music do you like?"", ""I\u2019m crazy about Pop music."", ""Is that the kind of music preferred in your country?"", ""It varies. Normally the youth enjoy Rock and Pop while middle-aged citizens prefer country music."", ""Who is your favorite singer?"", ""I\u2019m a big fan of Miley Cyrus, a talented US singer,\u00a0songwriter,\u00a0and actress."", ""What piece of music do you like? Who sang that song?"", ""My favorite song is Jolene, sung by Miley Cyrus."", ""How much time a day do you spend listening to music?"", ""I usually listen to music all day with an MP3 player."", ""Do you feel relaxed listening to music?"", ""Sure. I feel like there are no more worries in the world."", ""Why is music important to us?"", ""Music has the power of beautifying our life."", ""Do you usually go to bars or clubs?"", ""Not often. I sometimes go there on weekends."", ""What do you think about the teenagers\u2019 music style?"", ""Teenagers tend to choose loud and fast music like Rock or Rap. Everyone has their own taste of\u00a0music\u00a0though."", ""Have you ever thought of forming a music band?"", ""No, I don\u2019t have any talent for music.""]",Music,https://basicenglishspeaking.com/music/
21,"[""Who wrote the letter to you?"", ""My dad wrote the\u00a0letter to me when he was on a business trip."", ""Did you keep the letter?"", ""Yes, I put it in a folder. Whenever I\u2019m down, reading his letter would be a good way to cheer me up."", ""What was the letter about?"", ""He told me about his new workplace and how things were there."", ""How did you feel about the letter?"", ""I was glad to know that he was fine in another city."", ""Do you have a letter collection?"", ""Yes. I collect all the letters from family and friends. It\u2019s one of my hobbies."", ""Do you like writing letters or emails?"", ""I prefer writing paper letters."", ""Do people in your country usually write letters?"", ""Years ago they did. Now people prefer emails."", ""What\u2019s the difference between emails and hand-written letters?"", ""Emails are much more convenient than letters because they\u2019re free to send and they get there instantly. However, letters are much more special."", ""Why should we write letters to friends or relatives?"", ""It\u2019s a good way to show love to people you care about.""]",A letter,https://basicenglishspeaking.com/a-letter/
22,"[""What is your hobby?"", ""I like playing sports, especially swimming."", ""Is your hobby common in your country?"", ""Yes, kids, adults, and senior citizens all like swimming in my country."", ""Is your hobby the same as when you were a child?"", ""Yes, I was fond of swimming when I was a little girl."", ""When did you start practicing that hobby?"", ""I started swimming when I was 5 years old."", ""Is there anybody in your family who you share your hobby with?"", ""My dad, he taught me how to swim."", ""How much time do you spend on your hobby?"", ""I usually go to the swimming pool twice a week."", ""What benefits do you get from it?"", ""Swimming is a\u00a0really good workout. It helps me keep fit and chill out after a long day working."", ""Have you ever heard of someone having a very unusual hobby? What was it?"", ""Yes, my cousin loves tattooing vehicles. He puts stickers everywhere on his car."", ""What do you think about someone having weird hobbies?"", ""I don\u2019t think any hobby is weird. It\u2019s just what you like to do, so I don\u2019t judge others."", ""What hobbies are usually expensive in your country?"", ""Playing golf is a really expensive hobby. Only the rich can afford to buy golf supplies.""]",Hobbies,https://basicenglishspeaking.com/hobbies/
2,"[""How often do you eat out? Who do you go with?"", ""I often eat out on weekends, when I hang out with my friends."", ""What restaurant do you usually visit?"", ""Well, there are not many restaurants in my neighborhood, so my best choice is the deli in convenient stores like the Circle K, Mini-Stop, B-smart."", ""What type of food do you enjoy to eat? Western or Asian?"", ""I\u2019m interested in Asian food, Western food is not my thing."", ""How much do you usually pay when you eat out?"", ""It\u2019s not very expensive, just around $5 for each meal."", ""Do you enjoy spicy food?"", ""Yes, I do, especially on cold days."", ""Are the servers there friendly to you?"", ""Yes, they are. Most of them are really helpful."", ""Have you ever tried Italian food?"", ""Yes, at least once, when I was in my friend\u2019s wedding party."", ""Are you concerned about calories when eating out?"", ""Yes, I am. I\u2019m on diet now, so this really matters to me."", ""Are fast food restaurants like KFC or McDonald\u2019s famous in your country?"", ""Yes, they are. The youth in my country are big fans of fast food."", ""Do you often drink alcohol when eating out?"", ""No, not often. Just when I have parties with my friends.""]",Restaurant,https://basicenglishspeaking.com/restaurant/
4,"[""How many places have you traveled to?"", ""I\u2019ve visited all the provinces throughout my country."", ""Who do you usually go with?"", ""I often go with my family, sometimes with my best friends."", ""What\u2019s your favorite tourist attraction?"", ""That would be Venice city in Italy. I love riding the gondola along the canals while watching Italian people live their daily lives."", ""Have you ever been abroad?"", ""Yes, I have. I came to Italy last year for a business trip."", ""What language do you use when traveling?"", ""English, but sometimes I have to use body language since not all people are good at English."", ""What do you usually do during your trip?"", ""I often go sightseeing, take pictures, mingle with the local people and sample the local cuisine."", ""What do you do to prepare for your trip?"", ""Before the trip, I search for information about the location, weather, famous tourist attractions, transportation, local cuisine and prices on the internet."", ""What do you usually bring when you travel?"", ""I usually pack my suitcase with some necessary items such as clothes, medicine, food, a map, and a camera."", ""Do you prefer traveling by car, train or plane?"", ""I prefer planes although it can be a little expensive.\u00a0Planes are much faster than any other mode of transport."", ""Do you prefer traveling alone or joining a guided tour?"", ""I love backpacking with my friends who share the same interests as me.""]",Travel,https://basicenglishspeaking.com/travel/
3,"[""How often do you read books?"", ""I read books almost every night before I go to bed."", ""What\u2019s your favorite type of book?"", ""I love reading about different cultures."", ""What can you learn from books?"", ""Books can broaden my horizon about thousands of things around the world, and books are also my best friends."", ""Where do you read books?"", ""I read books at home, sometimes in the library."", ""What\u2019s the most interesting book you have ever read?"", ""I think that would be "", "", a book\u00a0written\u00a0about the country of Nepal, published in 1999."", ""How long does it take you to finish a book?"", ""Well, it depends on the length of the book, but it usually takes me a week to finish a 300-page book."", ""Do you usually bring books with you when you travel?"", ""Yes, I do. When I\u2019m at the airport or bus station, I read books to kill time."", ""Is there any bookstore or library in your area?"", ""Unfortunately, there are none near my house. The nearest one is 3 kilometers away.""]",Books,https://basicenglishspeaking.com/books/
1,"[""How many people are there in your family?"", ""There are 5 people in my family: my father, mother, brother, sister, and me."", ""Does your family live in a house or an apartment?"", ""We live in a house in the countryside."", ""What does your father do?"", ""My father is a doctor. He works at the local hospital."", ""How old is your mother?"", ""She is 40 years old, 1 year younger than my father."", ""Do you have any siblings? What\u2019s his/her name?"", ""Yes, I do. I have 1 elder brother, David, and 1 younger sister, Mary."", ""Are you the oldest amongst your brothers and sisters?"", ""No, I\u2019m not. I\u2019m the second child in my family."", ""What do your mother/father like?"", ""My father likes playing football and my mother likes cooking."", ""Do your parents let you stay out late?"", ""Of course not. They always ask me to get home before 10 pm each night."", ""Do you stay with your parents?"", ""Right now, no, but I used to."", ""Does your family usually have dinner together?"", ""Yes, we do. My mom always prepares delicious meals for us.""]",Family,https://basicenglishspeaking.com/family/
24,"[""Do you like shopping?"", ""Yes, I\u2019m a shopaholic."", ""What do you usually shop for?"", ""I usually shop for clothes. I\u2019m a big fashion fan."", ""Where do you go shopping?"", ""At some fashion boutiques in my neighborhood."", ""Are there many shops in your neighborhood?"", ""Yes. My area is the city center, so I have many choices of where to shop."", ""Do you spend much money on shopping?"", ""Yes and I\u2019m usually broke at the end of the month."", ""Do you usually shop online? What items?"", ""Yes, but not really often. I only buy furniture online."", ""What\u2019s the difference between shopping online and offline?"", ""Unlike shopping offline, you cannot try on the pieces of clothes or check the material when shopping online.""]",Shopping,https://basicenglishspeaking.com/shopping/
